"","PRIMARY_KEY","ORGANIZATION_NAME","SUB_BUILDING_NAME","BUILDING_NAME","NUMBER","PRIMARY_THORFARE","ALT_THORFARE","SECONDARY_THORFARE","LOCALITY","TOWNLAND","TOWN","COUNTY","POSTCODE","X_CORDINATE","Y_CORDINATE"
"412294",412294,"","","","63","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267202,432961
"412298",412298,"","","","29","OUGHTYMOYLE AVENUE","","","","OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266914,431723
"412302",412302,"","","","1","CARRIAGE COURT","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267320,433008
"412303",412303,"","","","15","POINT ROAD","","","","DRUMAHORGAN","LIMAVADY","LONDONDERRY","BT490LP",268230,434169
"412435",412435,"","","","138","SEACOAST ROAD","","","","CRINDLE","LIMAVADY","LONDONDERRY","BT499EG",266242,427078
"412463",412463,"","","","121","DOWLAND ROAD","","","FRUITHILL","DOWLAND","LIMAVADY","LONDONDERRY","BT490HT",267446,426685
"412476",412476,"","","","4","BISHOPS ROAD","","","","LISNAGRIB","LIMAVADY","LONDONDERRY","BT490JN",269897,426277
"412676",412676,"","","","104B","WHITEHILL PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490QG",268303,421625
"412678",412678,"","","","38","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267041,422989
"412679",412679,"","","","34","ROEVIEW PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267062,422360
"412680",412680,"","","","8","JOSEPHINE AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AZ",267115,422411
"412681",412681,"","","","11","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BU",267485,423407
"412683",412683,"","","","65","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268451,421879
"412684",412684,"","","","48","CARLARAGH ROAD","","","","TERRYDRUM","LIMAVADY","LONDONDERRY","BT499LF",265956,419241
"412685",412685,"","","","122","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268366,421507
"412688",412688,"","","","139","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268317,421409
"412689",412689,"","","","36","SPERRIN ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AS",267452,422435
"412690",412690,"","","","44","GORTEEN CRESCENT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267453,421867
"412694",412694,"","","","62","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268141,422056
"412698",412698,"","","","51","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268120,421391
"412699",412699,"","","","75","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268404,423227
"412700",412700,"","","","51","LARGY ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LH",267680,419547
"412701",412701,"","","","55","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268187,421911
"412705",412705,"","","","16","KILLANE ROAD","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267546,423530
"412706",412706,"","","","123","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268107,422475
"412709",412709,"","","","101","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268227,421473
"412711",412711,"","","","14","GLENBANK WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RJ",267813,422081
"412717",412717,"","","","116","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268383,422962
"412718",412718,"","","ST. PATRICKS TEMPERANCE HALL","38","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AE",267205,422986
"412719",412719,"","","","19","SCROGGY PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267571,423091
"412720",412720,"","","","31","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267854,421930
"412721",412721,"","","","21","MOYNE WALK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AX",267262,422376
"412723",412723,"","","","56","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267892,422680
"412724",412724,"","","","36","ARDGARVAN COTTAGES","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268557,420118
"412726",412726,"","","","6","ROSSEDEN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268945,422014
"412728",412728,"","","","4","ROE MILL WALK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BJ",267013,422708
"412729",412729,"","","","26","IRWIN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267350,421856
"412730",412730,"","","","28","IRWIN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267351,421864
"412734",412734,"","","","49","ROEVIEW PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267021,422287
"412735",412735,"","","","16","ROSSNAVANNA","","","BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268754,421996
"412738",412738,"","","","35","BOLEA ROAD","","","","DERRY BEG","LIMAVADY","LONDONDERRY","BT490QT",269845,424604
"412739",412739,"","","","36","ROSE PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268836,421533
"412740",412740,"","","","11","GLENMILL PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RS",267642,421991
"412742",412742,"","","","5","LINDSTRAND GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TD",268692,422033
"412746",412746,"","","","92","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490ET",267216,423406
"412747",412747,"POST OFFICE","","ARDGARVAN POST OFFICE","4","BALLYAVELIN ROAD","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",268590,420084
"412748",412748,"","","","35","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267420,423286
"412750",412750,"","","","13","EDENMORE PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268362,422332
"412752",412752,"","","","26B","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AE",267195,423031
"412757",412757,"","","","54","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268159,421573
"412760",412760,"","","","57","JOSEPHINE AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267237,422424
"412762",412762,"","","","7","ROSSMARA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269094,422206
"412763",412763,"","","","3","ROSSLEA GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TJ",268899,421900
"412782",412782,"","","","8","ROSSNAVANNA","","","BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268817,421982
"412783",412783,"","","","39","BALLYAVELIN ROAD","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",269045,420224
"412784",412784,"","","","6","ROSSMORE PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490WB",269052,421976
"412801",412801,"","","","91","ROSE PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268788,421498
"413003",413003,"","","","40","KILHOYLE ROAD","","","","KILHOYLE","LIMAVADY","LONDONDERRY","BT490PU",274326,416480
"413004",413004,"","","","48","KILHOYLE ROAD","","","","KILHOYLE","LIMAVADY","LONDONDERRY","BT490PU",274640,416355
"413015",413015,"","","","179","BALLYQUIN ROAD","","","","CARRICK EAST","LIMAVADY","LONDONDERRY","BT499HA",268952,418141
"413019",413019,"","","","12","NEW LINE ROAD","","","","DRUMRAIGHLAND","LIMAVADY","LONDONDERRY","BT499NF",263325,417660
"413039",413039,"","","","15","KILHOYLE ROAD","","","","DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PU",273123,416591
"413565",413565,"","","","11","GLENBEG WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267776,421942
"418978",418978,"","","","3","GOLF VIEW GARDENS","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BF",267016,422579
"419022",419022,"","","","73","SEACOAST ROAD","","","","ARDNARGLE","LIMAVADY","LONDONDERRY","BT499DW",266461,424375
"419023",419023,"","","","125","SEACOAST ROAD","","","","CULMORE LOWER","LIMAVADY","LONDONDERRY","BT499EG",266236,426537
"419039",419039,"SLIDING WARDROBES STORE","","","32F","BALLYQUIN ROAD","","","WHITE HILL BUSINESS PARK","CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268025,421458
"419044",419044,"","","","68","CARLARAGH ROAD","","","","TERRYDRUM","LIMAVADY","LONDONDERRY","BT499LF",266480,419022
"419063",419063,"MARTIN REID DENTAL SURGEON","","","11","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267140,423026
"419396",419396,"","","","45","CARRICK AVENUE","","","","CARRICK","LIMAVADY","LONDONDERRY","BT499NL",267941,417677
"419470",419470,"","","","1","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269021,422170
"419601",419601,"","","","55","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267179,422919
"419733",419733,"","","","73A","LOMOND ROAD","","","","BALLYMACRAN","LIMAVADY","LONDONDERRY","BT499DZ",263893,426586
"419918",419918,"","","","50A","EDENMORE PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268339,422244
"419963",419963,"","","","17","PLANTATION ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268596,423002
"420046",420046,"DEIGHAN CARAVANS","","","5B","BENONE AVENUE","","","","BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271236,435417
"420333",420333,"","","","35","EDENMORE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268321,422384
"420334",420334,"","","","53","ROSE PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268730,421578
"420677",420677,"","","","49","ASHBOURNE ROAD","","","","WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
"420687",420687,"","","","23","TEMAIN ROAD","","","","AGHANSILLAGH","LIMAVADY","LONDONDERRY","BT490QA",273373,419279
"420941",420941,"","","","57","LILAC AVENUE","","","","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268009,425053
"420973",420973,"","","","59","BARANAILT ROAD","","","","DRUMACARNEY","LIMAVADY","LONDONDERRY","BT499HN",265440,421126
"420984",420984,"","","","13","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267881,421850
"420985",420985,"SUNGODS","","","44","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267026,422984
"421098",421098,"","","","132","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268427,421507
"421154",421154,"","","","5","SPERRIN ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AS",267429,422450
"421163",421163,"","","","57","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268106,422694
"421169",421169,"","","","48","BENBRADAGH AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267364,422417
"421170",421170,"FOUR SEASONS NURSING HOME","","","51","BROIGHTER ROAD","","","","BROGLASCO","LIMAVADY","LONDONDERRY","BT499HG",264749,424245
"421171",421171,"","","","15","BROIGHTER ROAD","","","","TULLYHOE","LIMAVADY","LONDONDERRY","BT499DU",264943,423453
"421191",421191,"","","","138","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267298,422510
"421195",421195,"","","","8","ROSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268862,421627
"421201",421201,"","","","55","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267282,421623
"421905",421905,"MC AULEY PROPERTIES","UNIT 16","","1","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268279,425666
"422034",422034,"ARD DORRAGH CATTLE BREEDERS LTD","","","105","BALLYQUIN ROAD","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT499EY",268309,420265
"422051",422051,"","","","10","TERRYDREMONT ROAD","","","","TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NL",269905,418244
"422170",422170,"","","","14","TAYLOR PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NT",268064,422146
"422263",422263,"","","","24","POINT ROAD","","","","OUGHTYMORE","LIMAVADY","LONDONDERRY","BT490LP",268055,434525
"422290",422290,"","","","8","O'CAHAN WAY","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DG",267331,421704
"422331",422331,"","","","2","ARDGARVAN COTTAGES","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268709,420140
"422338",422338,"","","","34","KILLANE ROAD","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267612,423580
"422368",422368,"","","","53","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267106,423152
"422479",422479,"","","","23","EDENVALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268534,421980
"422498",422498,"","","","47","CARROWCLARE ROAD","","","","CARROWMUDDLE","LIMAVADY","LONDONDERRY","BT499EB",264723,428688
"422524",422524,"","","","74","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268128,422225
"422618",422618,"","","","70","LARGY ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LH",267313,419652
"422689",422689,"","","","12","WILLIAM STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BL",266983,422818
"422728",422728,"","","","6","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268011,422088
"422927",422927,"BRIAN HUNTER LTD","","","05-Nov","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267159,423118
"423524",423524,"","1","","6A","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266971,423074
"423600",423600,"","","","17","FREEHALL ROAD","","","","BALLYCASTLE","LIMAVADY","LONDONDERRY","BT490HU",268404,426961
"424052",424052,"","","","189A","BARANAILT ROAD","","","","DRUMRAIGHLAND","LIMAVADY","LONDONDERRY","BT499LS",263716,418993
"424287",424287,"","","","69","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268150,421472
"424293",424293,"","","","38","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268375,423003
"424323",424323,"","","","2","CROSSNADONNELL ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268468,422651
"424376",424376,"","","","96","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268197,422132
"424377",424377,"","","","12","GLENBEG WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267785,421924
"424378",424378,"","","","160","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268251,422173
"424410",424410,"","","","80","EDENMORE PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268271,422272
"424411",424411,"","","","3","DAIRYVALE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268749,422259
"424431",424431,"","","","14","GLACK MOR","","","","GLACK","LIMAVADY","LONDONDERRY","BT499GA",261999,418624
"424505",424505,"","","","26","GLACK MOR","","","","GLACK","LIMAVADY","LONDONDERRY","BT499GA",261973,418582
"425473",425473,"","","","8C","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266946,423183
"425668",425668,"","","","108","HIGHLANDS ROAD","","","","CULMORE UPPER","LIMAVADY","LONDONDERRY","BT499LY",264247,420344
"426152",426152,"","","","10","DREMONT ROAD","","","TERRYDREMONT SOUTH","TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NL",269686,418403
"426318",426318,"","","","12","GORTEEN CRESCENT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267386,421757
"426563",426563,"","","","130","DRUMRANE ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LJ",267526,418367
"426905",426905,"","","","44","NEWTOWNE SQUARE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267050,423117
"426958",426958,"","","","55","CROSSNADONNELL ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268840,422546
"427122",427122,"","","","647","SEACOAST ROAD","","","","UMBRA","LIMAVADY","LONDONDERRY","BT490LH",272567,435518
"427131",427131,"","","","74","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267086,432888
"427132",427132,"","","","175","DUNCRUN ROAD","","","","CRAIG","LIMAVADY","LONDONDERRY","BT490LJ",270744,434199
"427137",427137,"","","","5","OUGHTYMOYLE AVENUE","","","","OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266869,431677
"427299",427299,"","","","46","LILAC AVENUE","","","","GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",268052,425131
"427300",427300,"","","","142","DOWLAND ROAD","","","FRUITHILL","BALLYCASTLE","LIMAVADY","LONDONDERRY","BT490HT",267613,426991
"427301",427301,"","","","147","AGHANLOO ROAD","","","","BALLYCARTON","LIMAVADY","LONDONDERRY","BT490HY",267677,429376
"427547",427547,"SANDHU SOLICITORS","","","1","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266938,423136
"427548",427548,"","","","15","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",267958,422677
"427550",427550,"","","","36","ROE MILL ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BB",266957,422733
"427553",427553,"","","","39","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267401,421649
"427554",427554,"","","","5","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",267988,422062
"427555",427555,"","","","74","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267989,422512
"427556",427556,"","","","7","BELLS HILL","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268077,423299
"427557",427557,"","","","10","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268019,421653
"427558",427558,"EXPRESS WOOD FLOORS","","","32E","BALLYQUIN ROAD","","","WHITE HILL BUSINESS PARK","CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268029,421440
"427562",427562,"","","","13A","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266981,423073
"427563",427563,"","","","24","LOWRY PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268390,421580
"427564",427564,"","","","21","ANNADALE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267158,422718
"427566",427566,"","","","35","BALLYCLOSE STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BL",267417,423438
"427567",427567,"","","","59","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268189,422762
"427568",427568,"","","","164","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268153,423001
"427571",427571,"","","","26","LOWRY PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268397,421579
"427572",427572,"","","","10","RATHBEG CRESCENT","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AT",267537,422558
"427573",427573,"","","","96","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268195,422573
"427574",427574,"","","","69","BARANAILT ROAD","","","","DROMORE","LIMAVADY","LONDONDERRY","BT499HN",264696,420016
"427577",427577,"","","","7","MOYNE WALK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AX",267193,422309
"427578",427578,"","","","10","ASHDALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ED",267744,422436
"427579",427579,"","","","8","SCROGGY CLOSE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SU",267864,422025
"427581",427581,"","","","31","ANDERSON PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268217,422409
"427583",427583,"NEW ABOUT TOWN","","","6","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267106,423095
"427584",427584,"","","","20","EDENMORE PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268390,422251
"427588",427588,"","","","7","GLENBURN WAY","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RN",267839,421802
"427591",427591,"","","","101","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SN",268273,421997
"427592",427592,"","","","21","CASTLE GARDENS","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268325,422914
"427595",427595,"","","","60","BALLYAVELIN ROAD","","","","ARDMORE","LIMAVADY","LONDONDERRY","BT490NQ",270445,420681
"427597",427597,"","","","35","ROSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268754,421643
"427599",427599,"","","","83","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268351,423313
